,screenx,screeny,ms,seconds,xpos,ypos
31,323.0,-36.0,407.9736111111111,0.4079736111111111,0.525515873015873,-0.05857142857142857
32,333.0,-39.0,412.14166666666665,0.41214166666666663,0.5417857142857143,-0.06345238095238095
33,343.0,-42.0,416.30694444444447,0.4163069444444445,0.5580555555555555,-0.06833333333333333
34,353.0,-44.0,420.4736111111111,0.4204736111111111,0.5743253968253968,-0.07158730158730159
35,363.0,-46.0,424.64166666666665,0.42464166666666664,0.5905952380952381,-0.07484126984126985
36,372.0,-47.0,428.78472222222223,0.42878472222222225,0.6052380952380952,-0.07646825396825396
37,403.0,-61.0,441.28472222222223,0.4412847222222222,0.6556746031746031,-0.09924603174603175
38,413.0,-64.0,445.4527777777778,0.4454527777777778,0.6719444444444445,-0.10412698412698412
39,422.0,-66.0,449.6180555555556,0.4496180555555556,0.6865873015873016,-0.10738095238095238
40,431.0,-69.0,453.78472222222223,0.4537847222222222,0.7012301587301587,-0.11226190476190476
41,441.0,-73.0,457.9527777777778,0.45795277777777776,0.7175,-0.11876984126984128
42,451.0,-76.0,462.2055555555556,0.4622055555555556,0.7337698412698412,-0.12365079365079365
43,460.0,-80.0,466.3722222222222,0.4663722222222222,0.7484126984126984,-0.13015873015873017
44,470.0,-82.0,470.5388888888889,0.4705388888888889,0.7646825396825397,-0.13341269841269843
45,480.0,-87.0,474.7055555555556,0.4747055555555556,0.780952380952381,-0.14154761904761906
46,489.0,-89.0,478.8722222222222,0.4788722222222222,0.7955952380952381,-0.1448015873015873
47,500.0,-96.0,483.0388888888889,0.4830388888888889,0.8134920634920635,-0.15619047619047619
48,507.0,-101.0,487.2055555555556,0.48720555555555556,0.8248809523809524,-0.16432539682539682
49,528.0,-109.0,495.4138888888889,0.4954138888888889,0.8590476190476191,-0.17734126984126986
50,536.0,-113.0,499.5805555555556,0.4995805555555556,0.8720634920634921,-0.18384920634920635
51,545.0,-117.0,503.7472222222222,0.5037472222222222,0.8867063492063492,-0.19035714285714286
52,555.0,-122.0,507.91388888888883,0.5079138888888889,0.9029761904761905,-0.1984920634920635
53,564.0,-122.0,512.0805555555556,0.5120805555555556,0.9176190476190477,-0.1984920634920635
54,573.0,-119.0,516.2472222222224,0.5162472222222224,0.9322619047619047,-0.19361111111111112
55,582.0,-116.0,520.413888888889,0.520413888888889,0.9469047619047619,-0.18873015873015872
56,590.0,-114.0,524.5805555555556,0.5245805555555556,0.959920634920635,-0.1854761904761905
57,599.0,-112.0,528.7555555555557,0.5287555555555558,0.9745634920634921,-0.18222222222222223
58,608.0,-109.0,532.9236111111112,0.5329236111111112,0.9892063492063492,-0.17734126984126986
59,634.0,-105.0,545.4236111111112,0.5454236111111112,1.0315079365079365,-0.17083333333333334
60,643.0,-103.0,549.5902777777778,0.5495902777777778,1.0461507936507937,-0.16757936507936508
61,651.0,-99.0,553.7555555555556,0.5537555555555556,1.0591666666666666,-0.16107142857142856
62,660.0,-93.0,557.9236111111111,0.5579236111111111,1.0738095238095238,-0.1513095238095238
63,668.0,-90.0,562.0361111111112,0.5620361111111112,1.086825396825397,-0.14642857142857144
64,677.0,-90.0,566.2027777777779,0.5662027777777779,1.1014682539682539,-0.14642857142857144
65,686.0,-89.0,570.3694444444445,0.5703694444444445,1.116111111111111,-0.1448015873015873
66,695.0,-88.0,574.5361111111112,0.5745361111111111,1.1307539682539682,-0.14317460317460318
67,702.0,-89.0,578.7027777777778,0.5787027777777778,1.1421428571428571,-0.1448015873015873
68,712.0,-86.0,582.8694444444444,0.5828694444444444,1.1584126984126983,-0.13992063492063492
69,712.0,-85.0,582.8694444444444,0.5828694444444444,1.1584126984126983,-0.1382936507936508
70,720.0,-86.0,587.0361111111113,0.5870361111111113,1.1714285714285715,-0.13992063492063492
71,729.0,-85.0,591.2027777777779,0.5912027777777779,1.1860714285714287,-0.1382936507936508
72,737.0,-84.0,595.3472222222223,0.5953472222222222,1.1990873015873016,-0.13666666666666666
73,746.0,-83.0,599.5138888888889,0.5995138888888889,1.2137301587301588,-0.13503968253968254
74,755.0,-83.0,603.6805555555555,0.6036805555555556,1.228373015873016,-0.13503968253968254
75,762.0,-82.0,607.8472222222223,0.6078472222222223,1.2397619047619048,-0.13341269841269843
76,771.0,-81.0,612.013888888889,0.6120138888888891,1.254404761904762,-0.13178571428571428
77,780.0,-81.0,616.1805555555557,0.6161805555555556,1.269047619047619,-0.13178571428571428
78,788.0,-80.0,620.3472222222223,0.6203472222222223,1.2820634920634921,-0.13015873015873017
79,797.0,-80.0,624.5138888888889,0.6245138888888889,1.2967063492063493,-0.13015873015873017
80,805.0,-80.0,628.8611111111112,0.6288611111111112,1.3097222222222222,-0.13015873015873017
81,813.0,-79.0,633.0277777777778,0.6330277777777779,1.3227380952380952,-0.12853174603174602
82,821.0,-80.0,637.1944444444446,0.6371944444444446,1.3357539682539683,-0.13015873015873017
83,830.0,-80.0,641.3611111111112,0.6413611111111112,1.3503968253968255,-0.13015873015873017
84,838.0,-80.0,645.5277777777778,0.6455277777777778,1.3634126984126984,-0.13015873015873017
85,847.0,-81.0,649.6944444444445,0.6496944444444445,1.3780555555555556,-0.13178571428571428
