,screenx,screeny,ms,seconds,xpos,ypos
0,-0.0,-0.0,391.43611111111113,0.39143611111111115,-0.0,-0.0
1,6.0,3.0,395.65416666666664,0.39565416666666664,0.009761904761904762,0.004880952380952381
2,11.0,9.0,399.8208333333333,0.39982083333333335,0.017896825396825397,0.014642857142857143
3,22.0,13.0,403.9875,0.4039875,0.035793650793650794,0.021150793650793653
4,28.0,17.0,408.1541666666667,0.4081541666666667,0.04555555555555556,0.02765873015873016
5,36.0,22.0,412.3208333333333,0.4123208333333333,0.05857142857142857,0.035793650793650794
6,44.0,26.0,416.48749999999995,0.41648749999999995,0.07158730158730159,0.042301587301587305
7,52.0,30.0,420.6541666666667,0.4206541666666667,0.08460317460317461,0.04880952380952381
8,60.0,34.0,424.8208333333333,0.4248208333333333,0.09761904761904762,0.05531746031746032
9,68.0,38.0,429.1291666666667,0.42912916666666673,0.11063492063492064,0.061825396825396825
10,75.0,42.0,433.29583333333335,0.4332958333333333,0.12202380952380952,0.06833333333333333
11,83.0,46.0,437.4625,0.4374625,0.13503968253968254,0.07484126984126985
12,92.0,49.0,441.62916666666666,0.4416291666666667,0.1496825396825397,0.07972222222222222
13,99.0,52.0,445.79583333333335,0.44579583333333334,0.16107142857142856,0.08460317460317461
14,107.0,55.0,449.96250000000003,0.44996250000000004,0.1740873015873016,0.08948412698412699
15,115.0,59.0,454.12916666666666,0.45412916666666664,0.1871031746031746,0.09599206349206349
16,123.0,62.0,458.2958333333333,0.4582958333333333,0.2001190476190476,0.10087301587301588
17,131.0,65.0,462.46250000000003,0.46246250000000005,0.21313492063492065,0.10575396825396825
18,139.0,68.0,466.62916666666666,0.46662916666666665,0.22615079365079366,0.11063492063492064
19,147.0,71.0,470.79583333333335,0.47079583333333336,0.23916666666666667,0.11551587301587302
20,155.0,74.0,474.96250000000003,0.4749625,0.2521825396825397,0.1203968253968254
21,163.0,77.0,479.12916666666666,0.47912916666666666,0.2651984126984127,0.12527777777777777
22,171.0,79.0,483.29583333333335,0.48329583333333337,0.2782142857142857,0.12853174603174602
23,179.0,81.0,487.4625,0.48746249999999997,0.29123015873015873,0.13178571428571428
24,187.0,84.0,491.6291666666667,0.49162916666666673,0.30424603174603176,0.13666666666666666
25,195.0,86.0,495.77222222222224,0.4957722222222222,0.31726190476190474,0.13992063492063492
26,203.0,88.0,499.9402777777778,0.4999402777777778,0.3302777777777778,0.14317460317460318
27,211.0,90.0,504.10555555555555,0.5041055555555556,0.3432936507936508,0.14642857142857144
28,218.0,92.0,508.2722222222222,0.5082722222222222,0.3546825396825397,0.1496825396825397
29,226.0,94.0,512.4402777777779,0.5124402777777779,0.3676984126984127,0.15293650793650793
30,234.0,95.0,516.6055555555556,0.5166055555555557,0.3807142857142857,0.15456349206349207
31,242.0,97.0,520.7722222222224,0.5207722222222223,0.3937301587301587,0.15781746031746033
32,250.0,98.0,524.9402777777779,0.5249402777777779,0.40674603174603174,0.15944444444444444
33,258.0,100.0,529.0805555555556,0.5290805555555557,0.4197619047619048,0.1626984126984127
34,265.0,101.0,533.2472222222224,0.5332472222222224,0.4311507936507937,0.16432539682539682
35,274.0,102.0,537.413888888889,0.537413888888889,0.4457936507936508,0.16595238095238096
36,281.0,103.0,541.5805555555556,0.5415805555555556,0.4571825396825397,0.16757936507936508
37,289.0,104.0,545.7472222222223,0.5457472222222223,0.4701984126984127,0.16920634920634922
38,297.0,105.0,549.9138888888889,0.5499138888888889,0.4832142857142857,0.17083333333333334
39,304.0,105.0,554.0805555555556,0.5540805555555557,0.4946031746031746,0.17083333333333334
40,312.0,106.0,558.2472222222223,0.5582472222222222,0.5076190476190476,0.17246031746031745
41,320.0,107.0,562.3930555555556,0.5623930555555556,0.5206349206349207,0.1740873015873016
42,328.0,108.0,566.5583333333334,0.5665583333333334,0.5336507936507937,0.1757142857142857
43,335.0,108.0,570.726388888889,0.570726388888889,0.5450396825396826,0.1757142857142857
44,343.0,108.0,574.8930555555556,0.5748930555555556,0.5580555555555555,0.1757142857142857
45,351.0,108.0,579.0583333333334,0.5790583333333333,0.5710714285714286,0.1757142857142857
46,358.0,108.0,583.2263888888889,0.5832263888888889,0.5824603174603175,0.1757142857142857
47,366.0,108.0,587.3930555555555,0.5873930555555555,0.5954761904761905,0.1757142857142857
48,374.0,108.0,591.5583333333334,0.5915583333333334,0.6084920634920635,0.1757142857142857
49,381.0,108.0,595.4472222222223,0.5954472222222223,0.6198809523809524,0.1757142857142857
50,388.0,107.0,599.6152777777778,0.5996152777777778,0.6312698412698413,0.1740873015873016
51,396.0,108.0,603.7819444444444,0.6037819444444444,0.6442857142857142,0.1757142857142857
52,403.0,107.0,607.9472222222223,0.6079472222222223,0.6556746031746031,0.1740873015873016
53,411.0,106.0,612.1152777777779,0.612115277777778,0.6686904761904762,0.17246031746031745
54,419.0,105.0,616.2819444444445,0.6162819444444445,0.6817063492063492,0.17083333333333334
55,426.0,105.0,620.4472222222223,0.6204472222222223,0.6930952380952381,0.17083333333333334
56,433.0,104.0,624.6152777777778,0.6246152777777778,0.704484126984127,0.16920634920634922
57,440.0,103.0,628.7597222222223,0.6287597222222223,0.7158730158730159,0.16757936507936508
58,448.0,102.0,632.9263888888889,0.632926388888889,0.7288888888888889,0.16595238095238096
59,455.0,101.0,637.0930555555557,0.6370930555555557,0.7402777777777778,0.16432539682539682
60,463.0,100.0,641.2597222222223,0.6412597222222223,0.7532936507936508,0.1626984126984127
61,471.0,98.0,645.4263888888889,0.6454263888888889,0.7663095238095238,0.15944444444444444
62,477.0,97.0,649.5930555555556,0.6495930555555556,0.7760714285714286,0.15781746031746033
63,485.0,96.0,653.7597222222222,0.6537597222222222,0.7890873015873016,0.15619047619047619
64,492.0,94.0,657.9263888888889,0.657926388888889,0.8004761904761905,0.15293650793650793
65,500.0,93.0,662.0597222222224,0.6620597222222224,0.8134920634920635,0.1513095238095238
66,506.0,92.0,666.226388888889,0.666226388888889,0.8232539682539682,0.1496825396825397
67,514.0,91.0,670.3930555555556,0.6703930555555556,0.8362698412698413,0.14805555555555555
68,521.0,90.0,674.5597222222223,0.6745597222222223,0.8476587301587302,0.14642857142857144
69,528.0,85.0,678.7263888888889,0.6787263888888889,0.8590476190476191,0.1382936507936508
70,535.0,83.0,682.8930555555556,0.6828930555555557,0.870436507936508,0.13503968253968254
71,542.0,81.0,687.0597222222223,0.6870597222222222,0.8818253968253968,0.13178571428571428
72,549.0,78.0,691.226388888889,0.691226388888889,0.8932142857142857,0.1269047619047619
73,556.0,74.0,695.3791666666668,0.6953791666666669,0.9046031746031746,0.1203968253968254
74,563.0,74.0,699.5458333333335,0.6995458333333334,0.9159920634920635,0.1203968253968254
75,570.0,71.0,703.7125000000001,0.7037125000000001,0.9273809523809524,0.11551587301587302
76,577.0,69.0,707.8791666666667,0.7078791666666667,0.9387698412698413,0.11226190476190476
77,584.0,66.0,712.0458333333333,0.7120458333333334,0.9501587301587302,0.10738095238095238
78,591.0,63.0,716.2125000000001,0.7162125000000001,0.9615476190476191,0.10250000000000001
79,598.0,61.0,720.3791666666667,0.7203791666666667,0.972936507936508,0.09924603174603175
80,605.0,58.0,724.5458333333333,0.7245458333333333,0.9843253968253969,0.09436507936507936
81,612.0,55.0,728.7125000000001,0.7287125000000001,0.9957142857142858,0.08948412698412699
82,618.0,52.0,732.8791666666667,0.7328791666666667,1.0054761904761904,0.08460317460317461
83,625.0,48.0,737.0458333333335,0.7370458333333335,1.0168650793650793,0.07809523809523809
